Name,Team,Pos,GP,G,A,P,+/-,PIM,PPg,PPa,PPp,SHg,SHa,SHp,GWG,GT,FG,EN,SOG,Sh ,HT,GA,TA,FO,SB,2,5,Mi,Ma,GM,FI,FW,ATOI,APPT,APKT,+,-,FS,Av R,
Ian Scott,Toronto,G,18,5,6,0,513,67,4.93,0.869,0,0,0,0,816,
Jonah Sikura,Springfield,G,15,6,4,1,359,47,4.36,0.869,0,0,0,0,648,
Louis Domingue,Tampa Bay,G,11,1,4,1,294,39,5.29,0.867,0,0,0,0,443,
Samuel Domic,Bakersfield,G,1,0,0,0,15,2,7.50,0.867,0,0,0,0,17,
Denny Jimenez,Lehigh Valley,G,1,0,0,0,30,4,6.67,0.867,0,0,0,0,36,
Lukas Dostal,Anaheim,G,19,4,7,2,427,60,4.29,0.859,0,0,0,0,841,
Charlie Lindgren,Nashville,G,20,1,4,0,520,74,6.63,0.858,0,0,0,0,670,
Bill Szeto,Lehigh Valley,G,2,0,2,0,77,12,6.73,0.844,0,0,0,0,108,
Thommy Monette,Cincinnati,G,2,0,1,0,31,5,4.48,0.839,0,0,0,0,67,
Tyler Brennan,Chicago,G,17,6,9,1,511,83,5.46,0.838,0,0,0,0,912,
Tristan Jarry,Anaheim,G,4,0,4,0,108,19,5.64,0.824,0,0,0,0,203,
Henrik Pasher,Nashville,G,8,1,5,0,222,40,8.63,0.820,0,0,0,0,278,
Jag Holt,Toronto,G,1,0,0,0,11,2,3.43,0.818,0,0,0,0,36,
Kaden Fulcher,St. Louis,G,9,0,2,0,139,26,7.32,0.813,0,0,0,0,213,
Anthony Stolarz,Philadelphia,G,4,0,0,0,21,4,5.33,0.810,0,0,0,0,45,
Jack Flinn,Springfield,G,4,0,3,1,94,19,6.23,0.798,0,0,0,0,183,
Jesper Wallstedt,South Carolina,G,2,0,1,0,53,11,8.68,0.792,0,0,0,0,77,
Colten Ellis,Columbus,G,1,0,1,0,14,4,10.43,0.714,0,0,0,0,23,
--------------------------------------------------------------
Playoffs
--------------------------------------------------------------
Name,Team,Pos,GP,G,A,P,+/-,PIM,PPg,PPa,PPp,SHg,SHa,SHp,GWG,GT,FG,EN,SOG,Sh ,HT,GA,TA,FO,SB,2,5,Mi,Ma,GM,FI,FW,ATOI,APPT,APKT,+,-,FS,Av R,
Jonathan Huberdeau,Florida,LW,20,13,15,28,25,2,3,2,5,0,0,0,3,0,1,0,56,23.2,8,6,17,0,8,1,0,0,0,0,0,0,18:16,1:54,1:10,31,6,6,8.55,
Viktor Arvidsson,Vancouver,RW/LW,19,11,12,23,5,2,3,2,5,0,0,0,1,0,2,0,72,15.3,2,6,8,0,12,1,0,0,0,0,0,0,16:52,1:38,0:02,23,18,2,7.84,
Alexis Lafrenière,Vancouver,LW/C,19,10,12,22,5,2,0,3,3,0,0,0,3,0,1,0,114,8.8,6,3,8,0.13,9,1,0,0,0,0,0,0,17:25,1:39,1:03,24,19,2,7.95,
Owen Tippett,Florida,RW/LW,18,9,12,21,19,4,1,1,2,0,0,0,2,0,0,0,65,13.8,2,0,6,0.33,5,2,0,0,0,0,0,0,17:29,1:24,0:20,25,6,1,8.06,
Casey Mittelstadt,Carolina,C,16,13,7,20,10,2,0,2,2,0,0,0,2,0,3,0,57,22.8,4,1,9,0.48,16,1,0,0,0,0,0,0,20:00,1:03,1:15,19,9,3,7.44,
Bo Horvat,Vancouver,C,19,8,12,20,6,2,2,3,5,0,0,0,2,0,1,0,72,11.1,3,3,23,0.57,9,1,0,0,0,0,0,0,18:25,1:41,1:23,24,18,2,7.37,
Aleksander Barkov,Florida,C,15,8,10,18,16,0,1,1,2,0,0,0,0,0,0,0,40,20.0,2,1,17,0.61,7,0,0,0,0,0,0,0,16:03,0:38,0:52,22,6,1,7.93,
Tyler Toffoli,Vancouver,RW,19,8,10,18,0,0,0,0,0,0,0,0,1,0,2,0,69,11.6,0,4,13,0.00,17,0,0,0,0,0,0,0,16:32,0:00,1:01,19,19,0,7.53,
Klim Kostin,Vancouver,C/LW/RW,19,7,11,18,-1,8,2,0,2,0,0,0,0,0,3,0,38,18.4,1,2,16,0.26,15,4,0,0,0,0,0,0,15:50,0:53,0:00,20,21,0,6.58,
Filip Zadina,Carolina,LW/RW,16,5,13,18,10,2,0,1,1,0,0,0,0,0,1,0,57,8.8,8,1,6,0,7,1,0,0,0,0,0,0,18:42,0:48,0:21,20,10,0,8.13,
Linus Lindblom,Carolina,RW,16,12,5,17,-2,0,4,1,5,0,0,0,2,0,1,0,68,17.6,4,7,2,0,6,0,0,0,0,0,0,0,18:35,1:33,0:00,17,19,1,7.38,
Vincent Trocheck,Florida,C,20,8,9,17,8,4,2,1,3,0,0,0,3,0,2,0,32,25.0,3,5,25,0.58,14,2,0,0,0,0,0,0,18:16,1:39,0:44,18,10,2,7.05,
Alexey Gildon,San Jose,C/LW,14,8,9,17,4,4,0,0,0,0,0,0,1,0,0,0,29,27.6,0,1,9,0.57,7,2,0,0,0,0,0,0,12:32,0:03,0:00,20,16,0,7.21,
Teuvo Teräväinen,Chicago,C/LW,15,4,13,17,8,0,0,2,2,0,0,0,1,0,0,0,23,17.4,0,1,6,0.57,5,0,0,0,0,0,0,0,17:30,1:38,1:02,20,12,1,7.60,
Sam Steel,Carolina,C,16,8,8,16,6,4,0,0,0,0,0,0,1,0,1,0,41,19.5,0,1,1,0.52,8,2,0,0,0,0,0,0,16:03,0:07,0:01,19,13,0,7.31,
Dylan Strome,Chicago,C,15,3,13,16,0,0,1,3,4,0,0,0,0,0,1,0,30,10.0,1,0,8,0.47,4,0,0,0,0,0,0,0,16:08,0:42,0:04,14,14,1,7.33,
Jérémie Poirier,Carolina,LD/RD,16,3,13,16,3,4,2,4,6,0,0,0,1,0,0,0,26,11.5,3,9,4,0,18,2,0,0,0,0,0,0,21:50,1:35,0:07,19,16,0,7.56,
Quinn Hughes,Vancouver,LD,19,0,16,16,5,4,0,2,2,0,0,0,0,0,0,0,42,0.0,2,6,34,0,27,2,0,0,0,0,0,0,27:28,1:39,1:13,30,25,1,7.63,
Dmitry Melenchuk,Florida,LW,20,4,11,15,3,0,0,0,0,0,0,0,0,0,1,0,29,13.8,0,2,2,0,1,0,0,0,0,0,0,0,13:55,0:00,0:00,17,14,0,7.15,
John Carlson,Vancouver,RD,19,3,12,15,4,2,2,4,6,0,0,0,1,0,0,0,70,4.3,4,8,52,0,39,1,0,0,0,0,0,0,27:56,1:29,1:20,35,31,1,7.84,
John Klingberg,Florida,RD/LD,20,2,13,15,13,0,0,4,4,0,0,0,1,0,1,0,50,4.0,0,8,45,0,23,0,0,0,0,0,0,0,22:11,1:54,1:08,25,12,1,7.90,
Michael Matheson,Florida,LD,20,2,13,15,14,4,0,2,2,0,0,0,0,0,0,0,34,5.9,1,9,61,0,39,2,0,0,0,0,0,0,22:54,2:06,0:53,26,12,1,7.85,
Taylor Hall,Tampa Bay,LW,15,7,7,14,5,0,0,1,1,1,0,1,1,0,1,0,76,9.2,0,3,12,0.19,8,0,0,0,0,0,0,0,17:47,1:37,0:41,21,16,0,8.07,
Clayton Keller,Buffalo,LW/RW/C,12,7,7,14,2,0,0,4,4,0,0,0,1,0,1,0,41,17.1,2,2,4,0,1,0,0,0,0,0,0,0,16:43,1:44,0:03,14,12,2,7.83,
Yanni Gourde,Vancouver,LW/RW/C,19,4,10,14,3,4,0,1,1,0,0,0,0,0,0,0,39,10.3,0,2,2,0,8,2,0,0,0,0,0,0,16:25,0:50,0:00,22,19,0,7.37,
Erik Karlsson,San Jose,RD,14,3,11,14,11,4,1,1,2,0,0,0,1,0,0,0,42,7.1,0,5,41,0,37,2,0,0,0,0,0,0,27:55,1:28,1:55,25,14,2,8.07,
Nicklas Bäckström,San Jose,C,14,3,11,14,3,4,0,2,2,0,0,0,1,0,0,0,21,14.3,3,2,13,0.53,6,2,0,0,0,0,0,0,18:06,1:18,1:47,16,13,0,7.29,
Dylan DeMelo,Vancouver,RD/LD,19,1,13,14,10,6,0,2,2,0,0,0,0,0,0,0,25,4.0,4,7,34,0,17,3,0,0,0,0,0,0,21:13,1:06,1:12,29,19,0,7.32,
Alex DeBrincat,NY Islanders,RW/LW,12,11,2,13,1,0,1,1,2,0,0,0,1,0,1,0,66,16.7,2,3,1,0,3,0,0,0,0,0,0,0,16:18,1:23,0:05,16,15,2,8.08,
Oskar Lindblom,Florida,LW,20,6,7,13,5,4,0,0,0,0,0,0,2,0,1,0,32,18.8,0,2,5,0,6,2,0,0,0,0,0,0,14:59,0:00,0:00,16,11,2,7.45,
Victor Olofsson,San Jose,RW/LW,14,5,8,13,8,0,0,0,0,0,0,0,0,0,1,0,21,23.8,0,1,1,0.00,7,0,0,0,0,0,0,0,13:58,0:00,0:03,20,12,1,7.64,
Patrick Kane,San Jose,RW,14,5,8,13,4,0,1,0,1,0,0,0,1,0,1,0,59,8.5,3,2,7,0.33,2,0,0,0,0,0,0,0,18:18,1:18,1:40,16,12,0,7.79,
Jordan Kyrou,Carolina,RW/C,16,5,8,13,13,4,0,0,0,0,0,0,1,0,0,0,57,8.8,2,3,9,0.00,6,2,0,0,0,0,0,0,18:29,0:44,0:01,21,8,0,7.75,
Tyler Madej,Florida,C,13,5,7,12,1,8,2,0,2,0,0,0,0,0,0,0,23,21.7,0,2,0,0.43,12,4,0,0,0,0,0,0,15:46,1:03,0:01,11,10,0,6.62,
Henry Rybinski,Florida,RW/C,20,4,8,12,5,2,0,0,0,0,0,0,1,0,1,0,46,8.7,1,5,1,0,8,1,0,0,0,0,0,0,15:32,0:00,0:02,19,14,0,7.35,
Dmitri Sheshin,San Jose,LW/RW,14,4,8,12,6,4,0,1,1,0,0,0,0,0,0,0,29,13.8,1,4,2,0,4,2,0,0,0,0,0,0,14:12,0:51,0:00,22,16,0,7.43,
Konstantin Dubin,Carolina,RW,16,3,9,12,1,0,0,0,0,0,0,0,0,0,0,0,37,8.1,1,3,1,0,5,0,0,0,0,0,0,0,14:11,0:00,0:00,14,13,0,7.31,
Jack Williams,Florida,RW,20,3,9,12,4,2,1,1,2,0,0,0,0,0,1,0,34,8.8,1,4,6,0,2,1,0,0,0,0,0,0,15:00,0:42,0:00,14,10,0,7.15,
Ryan Merkley,San Jose,RD/LD,14,3,9,12,3,2,0,1,1,0,0,0,1,0,1,0,11,27.3,0,3,3,0,12,1,0,0,0,0,0,0,17:04,0:44,0:28,23,20,1,7.29,
Trevor Zegras,Chicago,C/LW/RW,15,3,9,12,5,4,0,2,2,0,0,0,0,0,0,0,45,6.7,1,4,11,0,8,2,0,0,0,0,0,0,16:40,0:42,0:45,16,11,1,7.53,
Mark Stone,Edmonton,RW,7,2,10,12,3,0,1,1,2,0,0,0,0,0,1,0,19,10.5,5,0,11,0,2,0,0,0,0,0,0,0,19:50,2:34,1:25,11,8,1,8.14,
Pontus Åberg,San Jose,LW/RW,13,8,3,11,-2,0,2,0,2,0,0,0,1,0,0,0,40,20.0,1,1,4,0,5,0,0,0,0,0,0,0,15:23,0:49,0:00,9,11,0,7.46,
Patrik Laine,Edmonton,LW/RW,7,8,3,11,8,2,0,0,0,0,0,0,1,0,0,0,38,21.1,2,1,5,0,3,1,0,0,0,0,0,0,17:34,1:08,0:00,14,6,1,8.57,
Jakub Vrána,Columbus,LW/RW,9,7,4,11,7,0,0,0,0,0,0,0,3,0,1,0,52,13.5,3,2,1,0,6,0,0,0,0,0,0,0,16:33,0:43,0:07,12,5,2,8.11,
Nathan MacKinnon,Colorado,C,10,6,5,11,5,0,2,0,2,0,0,0,1,0,2,0,49,12.2,3,0,8,0.64,1,0,0,0,0,0,0,0,18:18,2:08,0:49,13,8,1,8.00,
Isac Lundeström,Chicago,C/LW,15,6,5,11,-7,0,0,0,0,0,0,0,0,0,0,0,33,18.2,0,1,2,0.60,6,0,0,0,0,0,0,0,13:04,0:00,0:00,13,20,1,7.27,
Kasper Simontaival,Vancouver,RW/LW,19,6,5,11,-3,2,0,1,1,0,0,0,1,0,0,0,50,12.0,2,3,2,0,4,1,0,0,0,0,0,0,15:10,0:50,0:00,15,18,1,7.00,
Landon Slaggert,Florida,C,20,5,6,11,5,8,0,0,0,0,0,0,1,0,1,0,29,17.2,1,1,4,0.60,18,4,0,0,0,0,0,0,15:03,0:02,0:00,15,10,0,6.90,
Ondrej Kase,Columbus,RW/LW,9,4,7,11,10,0,0,0,0,0,0,0,0,0,0,0,27,14.8,7,1,0,0,1,0,0,0,0,0,0,0,16:42,0:51,0:00,14,4,1,8.33,
Martin Necas,Buffalo,RW/C,12,4,7,11,0,0,1,0,1,0,0,0,1,0,1,0,38,10.5,1,2,4,0.00,7,0,0,0,0,0,0,0,15:53,0:59,0:10,16,16,0,7.92,
Troy Terry,Chicago,RW/C,15,4,7,11,-7,0,0,0,0,0,0,0,0,0,0,0,28,14.3,0,3,5,0,3,0,0,0,0,0,0,0,13:48,0:00,0:00,12,19,0,7.27,
Alexander Holtz,Carolina,RW/LW,16,4,7,11,-6,2,2,2,4,0,0,0,1,0,0,0,67,6.0,3,4,4,0,14,1,0,0,0,0,0,0,19:00,1:33,0:00,17,23,0,7.25,
John Tavares,Dallas,C,7,3,8,11,4,0,0,0,0,0,0,0,0,0,0,0,14,21.4,0,1,9,0.53,7,0,0,0,0,0,0,0,18:42,1:00,1:00,13,9,0,8.00,
Evan Bouchard,Chicago,RD/LD,15,3,8,11,-3,4,0,0,0,0,0,0,0,0,0,0,26,11.5,0,10,16,0,20,2,0,0,0,0,0,0,19:03,0:00,0:08,17,20,0,7.53,
Sebastian Aho,Carolina,C/LW/RW,12,1,10,11,-2,2,0,5,5,0,0,0,0,0,0,0,22,4.5,0,3,11,0.54,13,1,0,0,0,0,0,0,18:49,1:30,1:13,13,15,0,7.17,
Max Pacioretty,Vancouver,LW,19,8,2,10,-2,4,0,0,0,0,0,0,0,0,1,0,32,25.0,0,3,10,0,6,2,0,0,0,0,0,0,14:02,0:00,0:00,14,16,1,7.05,
Nikita Kucherov,Buffalo,RW,12,6,4,10,6,0,1,0,1,0,0,0,1,0,1,0,35,17.1,1,1,12,0.00,4,0,0,0,0,0,0,0,18:53,1:30,1:08,11,5,1,7.75,
Chris Tierney,Colorado,C,10,5,5,10,1,0,0,0,0,0,0,0,1,0,1,0,15,33.3,1,2,14,0.66,13,0,0,0,0,0,0,0,15:18,0:00,0:42,9,8,0,7.30,
Alexander Ovechkin,Carolina,LW,16,4,6,10,1,0,0,0,0,0,0,0,0,0,1,0,39,10.3,0,6,9,0.00,16,0,0,0,0,0,0,0,17:00,0:00,1:36,15,14,1,7.00,
Jack Eichel,Buffalo,C,12,4,6,10,2,2,0,2,2,0,0,0,1,0,1,0,31,12.9,2,2,13,0.53,9,1,0,0,0,0,0,0,18:05,1:45,1:09,11,9,1,7.25,
Dillon Hamaliuk,San Jose,LW,14,3,7,10,2,0,0,0,0,0,0,0,0,0,0,0,23,13.0,0,6,26,0,3,0,0,0,0,0,0,0,14:42,0:00,0:00,12,10,0,7.21,
Björn Manzizila,Buffalo,C,12,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,37,8.1,3,2,4,0.58,2,0,0,0,0,0,0,0,16:36,0:49,0:00,12,12,0,7.17,
Grigori Denisenko,Florida,LW,20,3,7,10,4,2,0,3,3,0,0,0,1,0,2,0,50,6.0,12,7,23,0.00,14,1,0,0,0,0,0,0,16:45,0:59,0:38,14,10,0,7.25,
Noah Hanifin,Carolina,LD,15,3,7,10,-3,8,1,1,2,0,0,0,1,0,1,0,36,8.3,2,2,74,0,19,4,0,0,0,0,0,0,23:42,0:56,1:13,18,21,1,7.47,
Dillon Dubé,Vancouver,C/RW,18,1,9,10,-4,6,0,0,0,0,0,0,0,0,0,0,23,4.3,0,3,9,0.42,22,3,0,0,0,0,0,0,14:38,0:00,0:00,15,19,0,6.28,
Pier-Olivier Roy,San Jose,LW/C,14,8,1,9,1,0,0,0,0,0,0,0,0,0,2,0,54,14.8,1,1,9,0.40,3,0,0,0,0,0,0,0,16:21,1:22,0:17,15,14,2,7.57,
Josh Lawrence,Tampa Bay,RW/C,6,5,4,9,5,0,0,1,1,0,0,0,0,0,0,0,35,14.3,0,0,2,0,2,0,0,0,0,0,0,0,17:43,1:40,0:04,10,5,1,8.17,
Alexander Nylander,Chicago,RW/LW,15,5,4,9,-2,0,1,2,3,0,0,0,0,0,1,0,45,11.1,0,0,1,0,6,0,0,0,0,0,0,0,15:17,0:30,0:00,11,13,0,7.40,
Claude Giroux,Florida,RW/C/LW,12,4,5,9,2,2,0,1,1,0,0,0,0,0,1,0,37,10.8,2,1,9,0,7,1,0,0,0,0,0,0,17:35,1:29,0:10,11,9,1,7.67,
Adam Boqvist,Chicago,RD/LD,15,4,5,9,-4,2,2,0,2,0,0,0,1,0,0,0,31,12.9,0,8,17,0,16,1,0,0,0,0,0,0,22:44,1:40,0:41,17,21,0,7.53,
Mikko Rantanen,Colorado,RW,10,3,6,9,7,0,0,1,1,0,0,0,0,0,0,0,35,8.6,4,2,10,0.04,4,0,0,0,0,0,0,0,18:18,2:10,0:48,13,6,1,7.80,
Chad Krys,Chicago,LD/RD,15,3,6,9,2,2,2,0,2,0,0,0,0,0,1,0,26,11.5,0,7,42,0,13,1,0,0,0,0,0,0,21:07,0:38,0:56,22,20,0,7.40,
Connor McClennon,Tampa Bay,RW,6,2,7,9,4,0,1,0,1,0,0,0,1,0,0,0,29,6.9,1,0,4,0,3,0,0,0,0,0,0,0,18:36,1:09,1:29,10,6,1,8.33,
Boone Jenner,Columbus,C/LW,9,2,7,9,7,14,0,0,0,0,0,0,1,0,0,0,35,5.7,11,0,5,0.49,11,2,0,1,0,0,0,0,17:59,0:35,0:33,14,7,1,7.33,
Jared Spurgeon,Florida,RD/LD,20,1,8,9,18,0,0,1,1,0,0,0,1,0,0,0,36,2.8,0,6,24,0,34,0,0,0,0,0,0,0,20:29,0:47,0:09,34,16,0,7.60,
Aaron Ekblad,Florida,RD/LD,20,1,8,9,8,0,0,1,1,0,0,0,0,0,0,0,38,2.6,0,13,48,0,22,0,0,0,0,0,0,0,23:11,0:54,0:48,23,15,1,7.00,
Brady Skjei,San Jose,LD,14,1,8,9,5,6,0,0,0,0,0,0,1,0,0,0,18,5.6,4,10,48,0,22,3,0,0,0,0,0,0,28:04,0:00,1:42,31,26,0,6.79,
Logan Couture,San Jose,C,14,1,8,9,-3,6,0,0,0,0,0,0,0,0,0,0,19,5.3,2,1,9,0.46,16,3,0,0,0,0,0,0,16:31,0:00,1:17,11,14,0,6.21,
Lucas Raymond,NY Islanders,RW/LW,7,6,2,8,2,0,0,0,0,0,0,0,1,0,1,0,47,12.8,0,0,1,0,2,0,0,0,0,0,0,0,16:16,0:51,0:00,8,6,2,8.29,
Vasili Podkolzin,Chicago,RW,15,4,4,8,7,0,0,1,1,0,0,0,2,0,0,0,42,9.5,0,4,17,0.00,17,0,0,0,0,0,0,0,16:55,0:44,1:02,17,10,0,7.40,
Gabriel Landeskog,Colorado,LW,10,4,4,8,5,0,0,1,1,0,0,0,2,0,1,0,70,5.7,6,1,11,0,10,0,0,0,0,0,0,0,18:14,2:08,0:48,11,6,2,8.20,
Sean Tschigerl,San Jose,C,14,3,5,8,-1,0,0,1,1,0,0,0,0,0,0,0,29,10.3,1,2,12,0.54,16,0,0,0,0,0,0,0,15:42,0:51,0:00,10,11,0,6.29,
Evgeny Kuznetsov,Edmonton,C,7,3,5,8,2,2,0,1,1,0,0,0,0,0,1,0,30,10.0,4,2,6,0.58,1,1,0,0,0,0,0,0,18:40,2:34,0:00,8,6,0,9.00,
Nicolas Meloche,Florida,RD,20,2,6,8,13,16,0,0,0,0,0,0,1,0,1,0,28,7.1,1,8,21,0,19,8,0,0,0,0,0,0,19:20,0:00,0:05,27,14,0,7.20,
Joni Akkila,Florida,C,11,5,2,7,5,0,0,0,0,0,0,0,0,0,0,0,24,20.8,0,2,2,0.45,7,0,0,0,0,0,0,0,14:41,0:00,0:00,12,7,0,6.45,
Kirby Dach,St. Louis,C,6,5,2,7,1,0,0,0,0,0,0,0,0,0,0,0,13,38.5,0,1,1,0.47,6,0,0,0,0,0,0,0,15:00,0:00,0:00,11,10,0,7.33,
Alex Turcotte,NY Islanders,C,7,3,4,7,2,2,2,0,2,0,0,0,1,0,0,0,19,15.8,1,2,20,0.54,5,1,0,0,0,0,0,0,19:07,1:34,1:15,7,5,0,7.29,
Brandon Saad,NY Islanders,LW,7,2,5,7,2,0,0,1,1,0,0,0,0,0,0,0,31,6.5,5,4,2,0.00,2,0,0,0,0,0,0,0,18:01,0:51,1:44,8,6,0,7.71,
Aleksi Heponiemi,Chicago,C,15,2,5,7,-2,0,0,0,0,0,0,0,0,0,1,0,22,9.1,0,5,2,0.52,0,0,0,0,0,0,0,0,13:49,0:00,0:00,12,14,0,6.33,
Sonny Milano,Columbus,LW/RW,9,2,5,7,0,2,0,1,1,0,0,0,0,0,1,0,23,8.7,3,6,3,0,3,1,0,0,0,0,0,0,16:26,1:09,0:00,8,8,0,7.44,
Trevor Murphy,Colorado,LD,10,2,5,7,-2,8,0,0,0,0,0,0,0,0,0,0,6,33.3,0,1,4,0,9,4,0,0,0,0,0,0,16:36,0:30,0:14,7,9,0,7.10,
Olli Juolevi,Vancouver,LD,19,1,6,7,4,2,0,0,0,0,0,0,0,0,0,0,16,6.3,1,8,45,0,24,1,0,0,0,0,0,0,17:21,0:03,1:03,20,16,0,6.95,
Rasmus Ristolainen,Carolina,RD/LD,16,1,6,7,3,2,0,0,0,0,0,0,0,0,0,0,20,5.0,2,2,60,0,22,1,0,0,0,0,0,0,22:18,0:00,1:03,22,19,1,7.19,
André Burakovsky,Buffalo,LW/RW,12,1,6,7,3,2,0,0,0,0,0,0,1,0,1,0,19,5.3,1,1,5,0,3,1,0,0,0,0,0,0,16:57,0:45,0:00,10,7,0,7.25,
Justin Faulk,Carolina,RD/LD,16,1,6,7,1,2,0,1,1,0,0,0,0,0,0,0,26,3.8,2,4,19,0,25,1,0,0,0,0,0,0,24:37,0:44,2:03,20,19,0,7.06,
Morgan Barron,Chicago,C,15,1,6,7,-14,2,0,0,0,0,0,0,0,0,0,0,20,5.0,0,2,21,0.53,9,1,0,0,0,0,0,0,14:31,0:00,0:00,9,23,0,6.13,
Markus Nutivaara,Columbus,LD,9,0,7,7,9,2,0,0,0,0,0,0,0,0,0,0,4,0.0,4,5,32,0,17,1,0,0,0,0,0,0,18:33,0:00,0:53,14,5,0,7.67,
Connor McDavid,Edmonton,C,7,4,2,6,4,0,0,1,1,0,0,0,1,0,1,0,41,9.8,2,0,11,0.54,12,0,0,0,0,0,0,0,19:25,2:34,1:08,9,5,0,7.29,
Jeff Skinner,Dallas,LW,4,4,2,6,1,0,0,0,0,0,0,0,0,0,1,0,22,18.2,0,1,5,0,0,0,0,0,0,0,0,0,19:30,1:53,0:13,6,5,1,8.00,
Bryan Rust,Columbus,LW/RW,9,4,2,6,1,0,0,0,0,0,0,0,0,0,0,0,21,19.0,6,4,8,0,4,0,0,0,0,0,0,0,16:45,0:00,0:40,10,9,1,7.33,
Kieffer Bellows,NY Islanders,LW/C,7,4,2,6,1,2,0,0,0,0,0,0,0,0,1,0,20,20.0,0,1,5,0,5,1,0,0,0,0,0,0,17:02,1:34,0:00,7,6,1,7.71,
Jakob Silfverberg,St. Louis,LW/RW,4,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,13,23.1,0,1,5,0,6,0,0,0,0,0,0,0,14:15,0:00,1:29,6,3,0,8.50,
Valeri Nichushkin,Colorado,LW/RW,10,3,3,6,5,2,0,0,0,0,0,0,0,0,0,0,25,12.0,0,2,4,0,3,1,0,0,0,0,0,0,16:00,1:16,0:06,11,6,1,7.40,
Yven Flanagan,St. Louis,LW/C,6,3,3,6,1,2,0,0,0,0,0,0,0,0,0,0,17,17.6,0,0,1,0.00,2,1,0,0,0,0,0,0,15:19,0:20,0:07,10,9,0,7.67,
Tyler Seguin,Tampa Bay,C/RW,6,3,3,6,4,8,0,1,1,0,0,0,0,0,1,0,19,15.8,2,0,4,0.57,4,4,0,0,0,0,0,0,18:30,1:07,1:10,10,6,0,7.33,
Kailer Yamamoto,Dallas,RW/LW,7,2,4,6,5,0,0,0,0,0,0,0,1,0,1,0,20,10.0,2,0,0,0,5,0,0,0,0,0,0,0,18:08,1:00,0:00,11,6,0,7.57,
Derek Stepan,St. Louis,C,6,2,4,6,4,0,0,0,0,0,0,0,0,0,0,0,11,18.2,0,0,6,0.39,4,0,0,0,0,0,0,0,14:19,0:00,0:00,7,3,0,6.83,
Logan Barlage,Columbus,LW/C,9,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,13,15.4,10,2,10,0.00,10,0,0,0,0,0,0,0,16:29,0:00,1:13,9,7,0,7.44,
Jesse Puljujärvi,St. Louis,RW,6,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,25,8.0,0,1,4,0,1,0,0,0,0,0,0,0,16:27,0:20,0:20,11,9,0,7.83,
Adam Gaudette,Buffalo,C/RW,12,2,4,6,1,0,0,0,0,0,0,0,0,0,0,0,24,8.3,0,0,11,0.53,11,0,0,0,0,0,0,0,15:40,0:00,0:00,9,8,0,6.67,
Oliver Bjørkstrand,Dallas,RW/LW,4,2,4,6,3,2,1,0,1,0,0,0,0,0,0,0,14,14.3,0,1,0,0,3,1,0,0,0,0,0,0,15:30,0:30,0:00,6,3,0,8.50,
Ryan Pulock,Buffalo,RD,12,2,4,6,-4,2,0,0,0,0,0,0,0,0,0,0,23,8.7,0,2,21,0,18,1,0,0,0,0,0,0,17:15,0:00,1:17,14,18,0,7.17,
Zemgus Girgensons,San Jose,LW/C,14,2,4,6,2,26,0,0,0,0,0,0,0,0,0,0,28,7.1,7,2,15,0,12,3,0,2,0,0,0,0,16:21,0:00,1:55,12,10,0,6.79,
Philip Broberg,Florida,LD/RD,20,1,5,6,6,0,0,0,0,0,0,0,0,0,0,0,28,3.6,2,14,81,0,35,0,0,0,0,0,0,0,20:30,0:00,0:45,21,15,0,7.10,
Callan Foote,Colorado,RD,10,1,5,6,1,0,0,0,0,0,0,0,1,0,1,0,13,7.7,1,4,14,0,24,0,0,0,0,0,0,0,20:53,1:11,0:48,10,9,0,7.30,
Miro Heiskanen,Dallas,LD/RD,4,1,5,6,0,0,0,2,2,0,0,0,0,0,0,0,12,8.3,0,4,10,0,13,0,0,0,0,0,0,0,26:00,2:00,2:45,6,6,0,8.50,
Erik Brännström,Ottawa,RD,6,1,5,6,-5,0,1,3,4,0,0,0,1,0,0,0,18,5.6,1,2,13,0,7,0,0,0,0,0,0,0,23:20,1:20,1:11,2,7,1,7.67,
Pierre-Luc Dubois,Columbus,C/LW,9,1,5,6,-4,2,0,0,0,0,0,0,0,0,0,0,10,10.0,6,3,8,0.46,15,1,0,0,0,0,0,0,17:38,1:17,0:53,8,12,0,6.56,
Cam Fowler,Chicago,LD/RD,15,1,5,6,5,4,0,0,0,0,0,0,0,0,1,0,45,2.2,1,5,33,0,16,2,0,0,0,0,0,0,21:38,0:32,1:00,24,19,1,7.67,
Josh Morrissey,Chicago,LD/RD,15,1,5,6,-5,6,0,0,0,0,0,0,1,0,0,0,40,2.5,0,11,54,0,27,3,0,0,0,0,0,0,22:03,1:48,0:50,16,21,1,7.60,
Troy Stecher,St. Louis,RD,6,0,6,6,2,4,0,0,0,0,0,0,0,0,0,0,2,0.0,0,5,12,0,11,2,0,0,0,0,0,0,21:24,0:00,1:18,9,7,0,7.50,
Damon Severson,Colorado,RD,10,0,6,6,3,6,0,1,1,0,0,0,0,0,0,0,30,0.0,3,1,24,0,9,3,0,0,0,0,0,0,28:12,2:14,0:18,15,12,0,7.50,
